"","Word","Length","LgSUBTLWF","Ortho_N","Phono_N","NPhon","NSyll","Dom_PoS_SUBTLEX"
"41","cup",3,3.42,8,15,3,1,"Noun"
"42","stairs",6,3.08,1,9,5,1,"Noun"
"43","guys",4,4.51,4,18,3,1,"Noun"
"44","drugs",5,3.39,2,4,5,1,"Noun"
"45","weight",6,3.27,3,30,3,1,"Noun"
"46","shoe",4,3.19,6,33,2,1,"Noun"
"47","peace",5,3.55,3,22,3,1,"Noun"
"48","leg",3,3.46,12,13,3,1,"Noun"
"49","age",3,3.61,10,13,2,1,"Noun"
"50","yard",4,3.11,6,13,4,1,"Noun"
"51","toast",5,3.23,3,11,4,1,"Noun"
"52","note",4,3.44,7,29,3,1,"Noun"
"53","flowers",7,3.39,2,6,5,1,"Noun"
"54","mouth",5,3.73,4,6,3,1,"Noun"
"55","car",3,4.39,15,21,3,1,"Noun"
"56","beer",4,3.59,12,40,3,1,"Noun"
"57","pilot",5,3.13,1,5,5,2,"Noun"
"58","coast",5,3.13,3,15,4,1,"Noun"
"59","bat",3,3.02,19,37,3,1,"Noun"
"60","key",3,3.65,3,23,2,1,"Noun"
"61","cop",3,3.64,17,23,3,1,"Noun"
"62","fruit",5,3.04,0,6,4,1,"Noun"
"63","bunch",5,3.48,6,8,4,1,"Noun"
"64","mind",4,4.39,13,17,4,1,"Noun"
"65","kitchen",7,3.47,0,0,5,2,"Noun"
"66","crap",4,3.5,8,12,4,1,"Noun"
"67","moon",4,3.41,11,25,3,1,"Noun"
"68","navy",4,3.12,1,4,4,2,"Noun"
"69","patient",7,3.51,0,1,5,2,"Noun"
"70","model",5,3.21,5,12,4,2,"Noun"
"71","flat",4,3.13,11,12,4,1,"Noun"
"72","bow",3,3.01,18,35,2,1,"Noun"
"73","member",6,3.17,0,0,5,2,"Noun"
"74","hour",4,3.92,7,13,2,1,"Noun"
"75","way",3,4.86,18,22,2,1,"Noun"
"76","soul",4,3.59,5,30,3,1,"Noun"
"77","track",5,3.45,6,8,4,1,"Noun"
"78","wind",4,3.48,12,14,4,1,"Noun"
"79","alarm",5,3.18,0,0,5,2,"Noun"
"80","hell",4,4.38,16,35,3,1,"Noun"
"81","prize",5,3.06,3,12,4,1,"Noun"
"82","wedding",7,3.71,3,16,5,2,"Noun"
"83","firm",4,3.26,4,12,3,1,"Noun"
"84","ally",4,3.22,1,8,3,2,"Noun"
"85","tea",3,3.48,7,27,2,1,"Noun"
"86","wound",5,3.13,8,13,4,1,"Noun"
"87","glass",5,3.49,3,5,4,1,"Noun"
"88","stone",5,3.32,8,12,4,1,"Noun"
"89","neck",4,3.48,5,14,3,1,"Noun"
"90","farm",4,3.19,6,5,4,1,"Noun"
"91","killer",6,3.51,4,16,4,2,"Noun"
"92","shot",4,4.06,11,22,3,1,"Noun"
"93","world",5,4.37,1,10,4,1,"Noun"
"94","boy",3,4.43,15,17,2,1,"Noun"
"95","mile",4,3.03,21,28,3,1,"Noun"
"96","sale",4,3.11,19,40,3,1,"Noun"
"97","miss",4,4.38,8,22,3,1,"Noun"
"98","apple",5,3.08,2,4,3,2,"Noun"
"99","post",4,3.22,12,16,4,1,"Noun"
"100","hair",4,3.89,5,32,3,1,"Noun"
"101","sight",5,3.36,8,30,3,1,"Noun"
"102","ticket",6,3.37,4,1,5,2,"Noun"
"103","bike",4,3.12,9,22,3,1,"Noun"
"104","pride",5,3.15,5,14,4,1,"Noun"
"105","meal",4,3.17,12,33,3,1,"Noun"
"106","pen",3,3.1,19,25,3,1,"Noun"
"107","day",3,4.61,16,25,2,1,"Noun"
"108","grave",5,3.13,9,16,4,1,"Noun"
"109","list",4,3.61,12,22,4,1,"Noun"
"110","ride",4,3.84,15,41,3,1,"Noun"
"111","guest",5,3.31,2,16,4,1,"Noun"
"112","murder",6,3.76,0,9,4,2,"Noun"
"113","bay",3,3.09,19,29,2,1,"Noun"
"114","picture",7,3.85,0,0,5,2,"Noun"
"115","city",4,3.94,2,12,4,2,"Noun"
"116","shock",5,3.17,6,25,3,1,"Noun"
"117","taxi",4,3.12,1,3,5,2,"Noun"
"118","spring",6,3.2,5,8,5,1,"Noun"
"119","girl",4,4.45,2,15,3,1,"Noun"
"120","luck",4,3.89,11,23,3,1,"Noun"
"121","island",6,3.31,1,0,5,2,"Noun"
"122","earth",5,3.71,0,7,2,1,"Noun"
"123","eggs",4,3.29,0,5,3,1,"Noun"
"124","heaven",6,3.46,3,5,4,2,"Noun"
"125","path",4,3.1,7,16,3,1,"Noun"
"126","pipe",4,3,6,17,3,1,"Noun"
"127","duty",4,3.42,1,11,4,2,"Noun"
"128","money",5,4.51,3,19,4,2,"Noun"
"129","phone",5,4.14,3,27,3,1,"Noun"
"130","foot",4,3.52,11,10,3,1,"Noun"
"131","hole",4,3.47,13,37,3,1,"Noun"
"132","knife",5,3.38,0,9,3,1,"Noun"
"133","address",7,3.43,0,0,5,2,"Noun"
"134","drama",5,3.01,0,0,5,2,"Noun"
"135","study",5,3.4,1,6,5,2,"Noun"
"136","mate",4,3.17,22,39,3,1,"Noun"
"137","river",5,3.45,7,8,4,2,"Noun"
"138","wing",4,3.01,10,20,3,1,"Noun"
"139","garage",6,3.14,0,1,5,2,"Noun"
"140","baby",4,4.41,1,4,4,2,"Noun"
"141","book",4,3.96,13,20,3,1,"Noun"
"142","gas",3,3.54,8,16,3,1,"Noun"
"143","fever",5,3.01,4,8,4,2,"Noun"
"144","supper",6,3,0,6,4,2,"Noun"
"145","knowledge",9,3.11,0,1,5,2,"Noun"
"146","tank",4,3.12,11,12,4,1,"Noun"
"147","school",6,4.23,0,9,4,1,"Noun"
"148","noise",5,3.25,4,10,3,1,"Noun"
"149","plane",5,3.69,5,10,4,1,"Noun"
"150","shower",6,3.32,2,14,3,1,"Noun"
"151","king",4,3.82,8,16,3,1,"Noun"
"152","law",3,3.77,12,15,2,1,"Noun"
"153","sister",6,3.96,3,3,5,2,"Noun"
"154","machine",7,3.55,0,0,5,2,"Noun"
"155","race",4,3.5,14,26,3,1,"Noun"
"156","lord",4,3.85,7,23,4,1,"Noun"
"157","weeks",5,3.82,2,10,4,1,"Noun"
"158","game",4,4.08,13,19,3,1,"Noun"
"159","flight",6,3.48,5,15,4,1,"Noun"
"160","fault",5,3.73,2,9,4,1,"Noun"
"161","dozen",5,3.09,1,1,4,2,"Noun"
"162","pulse",5,3.08,1,3,4,1,"Noun"
"163","wolf",4,3.01,2,1,4,1,"Noun"
"164","row",3,3.13,17,30,2,1,"Noun"
"165","soup",4,3.11,4,17,3,1,"Noun"
"166","score",5,3.19,9,8,4,1,"Noun"
"167","dust",4,3.09,10,11,4,1,"Noun"
"168","shame",5,3.33,7,17,3,1,"Noun"
"169","word",4,4.08,10,23,3,1,"Noun"
"170","haven",5,4.28,1,5,4,2,"Noun"
"171","copy",4,3.43,4,10,4,2,"Noun"
"172","horn",4,3.03,6,18,4,1,"Noun"
"173","part",4,4.13,14,14,4,1,"Noun"
"174","poison",6,3.1,1,1,4,2,"Noun"
"175","cancer",6,3.06,5,5,5,2,"Noun"
"176","fate",4,3.14,17,31,3,1,"Noun"
"177","service",7,3.61,1,3,5,2,"Noun"
"178","water",5,4.06,6,7,4,2,"Noun"
"179","coat",4,3.33,8,26,3,1,"Noun"
"180","cents",5,3.05,3,5,5,1,"Noun"
"181","fellow",6,3.48,5,12,4,2,"Noun"
"182","damage",6,3.23,0,0,5,2,"Noun"
"183","food",4,3.9,9,18,3,1,"Noun"
"184","guests",6,3.12,0,9,5,1,"Noun"
"185","clothes",7,3.71,1,14,4,1,"Noun"
"186","gate",4,3.21,16,26,3,1,"Noun"
"187","thoughts",8,3.23,0,0,4,1,"Noun"
"188","heart",5,4.1,2,15,4,1,"Noun"
"189","birthday",8,3.7,0,0,5,2,"Noun"
"190","style",5,3.19,2,9,4,1,"Noun"
"191","bucks",5,3.46,5,12,4,1,"Noun"
"192","juice",5,3.14,1,13,3,1,"Noun"
"193","crack",5,3.22,6,16,4,1,"Noun"
"194","rights",6,3.18,4,19,4,1,"Noun"
"195","cousin",6,3.4,0,2,4,2,"Noun"
"196","wave",4,3.04,14,25,3,1,"Noun"
"197","license",7,3.21,0,0,5,2,"Noun"
"198","cell",4,3.44,11,25,3,1,"Noun"
"199","county",6,3.24,2,4,5,2,"Noun"
"200","theory",6,3.16,0,0,5,2,"Noun"
"201","salt",4,3,5,9,4,1,"Noun"
"202","screen",6,3.08,0,3,5,1,"Noun"
"203","pardon",6,3.52,1,3,5,2,"Noun"
"204","area",4,3.58,3,3,4,2,"Noun"
"205","road",4,3.76,6,36,3,1,"Noun"
"206","date",4,3.86,17,25,3,1,"Noun"
"207","court",5,3.71,1,19,4,1,"Noun"
"208","star",4,3.62,10,8,4,1,"Noun"
"209","office",6,4.02,0,0,4,2,"Noun"
"210","nation",6,3.02,2,3,4,2,"Noun"
"211","lawyer",6,3.61,1,3,4,2,"Noun"
"212","rose",4,3.43,18,35,3,1,"Noun"
"213","journey",7,3.01,1,7,4,2,"Noun"
"214","bear",4,3.47,19,34,3,1,"Noun"
"215","beef",4,3,6,19,3,1,"Noun"
"216","deal",4,4.12,16,27,3,1,"Noun"
"217","boat",4,3.69,9,31,3,1,"Noun"
"218","harm",4,3.21,6,8,4,1,"Noun"
"219","mess",4,3.6,9,21,3,1,"Noun"
"220","colonel",7,3.69,0,3,4,2,"Noun"
"221","button",6,3.16,1,5,4,2,"Noun"
"222","lover",5,3.13,12,8,4,2,"Noun"
"223","dad",3,4.41,15,22,3,1,"Noun"
"224","print",5,3.01,2,2,5,1,"Noun"
"225","cat",3,3.53,18,32,3,1,"Noun"
"226","message",7,3.67,1,1,5,2,"Noun"
"227","form",4,3.34,10,13,4,1,"Noun"
"228","kid",3,4.24,8,18,3,1,"Noun"
"229","lips",4,3.2,7,11,4,1,"Noun"
"230","rent",4,3.25,15,19,4,1,"Noun"
"231","others",6,3.7,1,0,4,2,"Noun"
"232","marriage",8,3.59,1,1,5,2,"Noun"
"233","color",5,3.3,1,9,4,2,"Noun"
"234","nights",6,3.24,4,16,4,1,"Noun"
"235","code",4,3.43,14,30,3,1,"Noun"
"236","marks",5,3.05,5,9,5,1,"Noun"
"237","duke",4,3.11,7,17,3,1,"Noun"
"238","brains",6,3.15,5,10,5,1,"Noun"
"239","finger",6,3.27,6,1,5,2,"Noun"
"240","stock",5,3.11,6,10,4,1,"Noun"
"241","nose",4,3.55,12,25,3,1,"Noun"
"242","danger",6,3.35,5,2,5,2,"Noun"
"243","devil",5,3.32,0,3,4,2,"Noun"
"244","breath",6,3.36,2,4,4,1,"Noun"
"245","theater",7,3.09,0,0,5,2,"Noun"
"246","folks",5,3.59,2,9,4,1,"Noun"
"247","file",4,3.35,14,29,3,1,"Noun"
"248","pig",3,3.3,12,20,3,1,"Noun"
"249","rush",4,3.2,13,14,3,1,"Noun"
"250","shoulder",8,3.13,1,5,5,2,"Noun"
"251","cooking",7,3.12,5,4,5,2,"Noun"
"252","bus",3,3.58,8,20,3,1,"Noun"
"253","punk",4,3.05,11,10,4,1,"Noun"
"254","ships",5,3,7,11,4,1,"Noun"
"255","papa",4,3.34,1,5,4,2,"Noun"
"256","fishing",7,3.08,1,4,5,2,"Noun"
"257","bags",4,3.16,12,11,4,1,"Noun"
"258","affair",6,3.18,0,3,4,2,"Noun"
"259","desire",6,3.01,0,1,5,2,"Noun"
"260","doors",5,3.24,4,20,4,1,"Noun"
"261","brother",7,4.16,1,1,5,2,"Noun"
"262","base",4,3.26,14,21,3,1,"Noun"
"263","gods",4,3.04,5,9,4,1,"Noun"
"264","couch",5,3.08,6,7,3,1,"Noun"
